Nom_commune,Code_postal,coordonnees_gps
ST HILAIRE DE VILLEFRANCHE,17770,45.8589827004,-0.536045938535
AUFFREVILLE BRASSEUIL,78930,48.954418567,1.70514751215
DOMREMY LA PUCELLE,88630,48.4404883955,5.65618746343
ST HILAIRE DE VILLEFRANCHE,17770,45.8589827004,-0.536045938535
BAZAINVILLE,78550,48.8073241204,1.66749054563
DOMVALLIER,88500,48.3063425384,6.08048880292
ST JULIEN DE L ESCAP,17400,45.9286301344,-0.485268545942
BOINVILLE EN MANTOIS,78930,48.9284835934,1.74928034755
ETIVAL CLAIREFONTAINE,88480,48.3643386923,6.84394360336
ST MARTIAL DE MIRAMBEAU,17150,45.3780654315,-0.594952157057
LA BOISSIERE ECOLE,78125,48.6898883767,1.66775518226
EVAUX ET MENIL,88450,48.3237100807,6.30111306789
ST MEDARD D AUNIS,17220,46.1592023268,-0.967137851085
BOISSY SANS AVOIR,78490,48.8210401327,1.79753784845
FAUCONCOURT,88700,48.3734058012,6.53727120074
ST PALAIS DE NEGRIGNAC,17210,45.2745437517,-0.201995089844
BONNELLES,78830,48.6181895067,2.0296290825
FAYS,88600,48.196859172,6.66860089142
ST PORCHAIRE,17250,45.8230381488,-0.774633081138
BOUAFLE,78410,48.9605828143,1.8971510926
FOMEREY,88390,48.2182731886,6.34379031383
ST ROGATIEN,17220,46.1454739,-1.06187828787
CARRIERES SOUS POISSY,78955,48.9455638989,2.02913706544
FONTENOY LE CHATEAU,88240,47.9788627789,6.20625008119
ST SAVINIEN,17350,45.8862799418,-0.677457125043
CERNAY LA VILLE,78720,48.6696344922,1.95970981041
FRAIN,88320,48.0826848096,5.88107000168
ST SEVER DE SAINTONGE,17800,45.6909400588,-0.52078042473
CHAMBOURCY,78240,48.8960592796,2.03321565205
FRENOIS,88270,48.1852875824,6.12323328495
SURGERES,17700,46.1044773827,-0.753715269757
LE CHESNAY ROCQUENCOURT,78150,48.8272397742,2.13014908209
FREVILLE,88350,48.3260427587,5.62319879925
TAUGON,17170,46.3172452775,-0.831865741628
LE CHESNAY ROCQUENCOURT,78150,48.8272397742,2.13014908209
FRIZON,88440,48.2855591767,6.35372827024
TERNANT,17400,45.9465741862,-0.561311450959
CHOISEL,78460,48.6739368242,2.01450641994
GELVECOURT ET ADOMPT,88270,48.2008667754,6.17865808407
THAIMS,17120,45.6155314276,-0.791473092031
COIGNIERES,78310,48.7497670046,1.91381870273
GEMAINGOUTTE,88520,48.2455359961,7.1099105349
TRIZAY,17250,45.8824159109,-0.903805758025
DAMMARTIN EN SERVE,78111,48.9114065992,1.61781290103
GIRANCOURT,88390,48.1469425491,6.32699648339
VARZAY,17460,45.7002243997,-0.743043174473
DAMPIERRE EN YVELINES,78720,48.7037164037,1.97307941128
GRANDRUPT DE BAINS,88240,48.0636070991,6.17968670773
VILLARS EN PONS,17260,45.6039717298,-0.628988620843
EVECQUEMONT,78740,49.0172176913,1.94219313244
GRANDRUPT,88210,48.3669519771,7.06206760711
YVES,17340,46.0392686841,-1.03449244286
FLINS NEUVE EGLISE,78790,48.8927473667,1.57663299283
GREUX,88630,48.4598585275,5.6715322297
YVES,17340,46.0392686841,-1.03449244286
FLINS SUR SEINE,78410,48.9673692016,1.87272187331
HADOL,88220,48.0819790243,6.45579415214
ACHERES,18250,47.2826534372,2.45877786434
GAMBAISEUIL,78490,48.7565484282,1.72527322588
HAGECOURT,88270,48.2291705541,6.15725916323
ALLOGNY,18110,47.2339866645,2.30681136882
GAZERAN,78125,48.6334275463,1.77758974594
HARCHECHAMP,88300,48.4051693044,5.80121835307
APREMONT SUR ALLIER,18150,46.9110862876,3.01870489401
GOUPILLIERES,78770,48.8811163086,1.76679868988
HOUSSERAS,88700,48.308084237,6.73540332376
ARCOMPS,18200,46.6760407934,2.42650950674
GRANDCHAMP,78113,48.7197572172,1.61429077254
ISCHES,88320,48.0173921353,5.82091215963
ARDENAIS,18170,46.6450269496,2.3518517619
GUERVILLE,78930,48.9523717718,1.74080558769
JESONVILLE,88260,48.126377839,6.11393136453
ARGENVIERES,18140,47.1407710364,2.99229956887
JAMBVILLE,78440,49.0484754419,1.84836541189
JEUXEY,88000,48.200587727,6.49007507177
AUGY SUR AUBOIS,18600,46.7829151486,2.85715092019
JOUARS PONTCHARTRAIN,78760,48.7904544648,1.90784227893
JUBAINVILLE,88630,48.4578190755,5.74949655029
BENGY SUR CRAON,18520,46.9996554419,2.73230531635
JUZIERS,78820,48.9999173467,1.84036602544
JUSSARUPT,88640,48.1559833004,6.74946475132
BERRY BOUY,18500,47.1305841465,2.29645039352
MAGNY LES HAMEAUX,78114,48.7410207273,2.0519793397
LAMARCHE,88320,48.0624124786,5.77771959869
BLANCAFORT,18410,47.5351356226,2.54166761341
MAREIL LE GUYON,78490,48.7910883719,1.85148876174
LEMMECOURT,88300,48.2636413902,5.73237626549
BOUZAIS,18200,46.704910988,2.47008751664
MAULE,78580,48.9078548612,1.83959534526
LERRAIN,88260,48.1334408812,6.1445531008
BRINON SUR SAULDRE,18410,47.5685456102,2.2264194575
MAULETTE,78550,48.7839119459,1.61644019132
LIEZEY,88400,48.0953821973,6.80125032702
BUSSY,18130,46.8966843974,2.62063037796
LE MESNIL LE ROI,78600,48.9257999518,2.1221732386
MADEGNEY,88450,48.2854598939,6.28777865457
LA CELLE CONDE,18160,46.7891133076,2.176621696
LES MESNULS,78490,48.754542649,1.83436184333
MADONNE ET LAMEREY,88270,48.2260937024,6.24298966238
LA CHAPELLE MONTLINARD,18140,47.1777742856,2.98551825153
MILON LA CHAPELLE,78470,48.7284642837,2.04661853944
MARONCOURT,88270,48.2463375996,6.16356949078
CHARENTONNAY,18140,47.1420284173,2.86948989988
OINVILLE SUR MONTCIENT,78250,49.0255099055,1.84612045415
MATTAINCOURT,88500,48.2777683116,6.1280387799
CHASSY,18800,47.0436728432,2.83281439128
ORGERUS,78910,48.8379711706,1.69620236301
MEDONVILLE,88140,48.2150854972,5.73452530461
CHATEAUMEILLANT,18370,46.5546814085,2.20738539036
ORVILLIERS,78910,48.8548104012,1.64252100195
MIDREVAUX,88630,48.3882114046,5.58565024732
CHATEAUNEUF SUR CHER,18190,46.8663441588,2.34034434393
POISSY,78300,48.9235359371,2.02715552772
MONCEL SUR VAIR,88630,48.4246422681,5.70427543116
CHAVANNES,18190,46.8639364325,2.4016571402
RENNEMOULIN,78590,48.8332483875,2.04229462765
MONT LES LAMARCHE,88320,48.0239239914,5.79475524038
CHERY,18120,47.1163043248,2.02648760477
RICHEBOURG,78550,48.8248023552,1.63460154303
MONT LES NEUFCHATEAU,88300,48.3527617859,5.64259267987
CLEMONT,18410,47.562852584,2.33055121422
ST CYR L ECOLE,78210,48.8065759294,2.0659250703
MONTHUREUX SUR SAONE,88410,48.0275487639,5.96711970702
CONCRESSAULT,18260,47.4914771223,2.56973230744
ST GERMAIN EN LAYE,78112,48.9407041394,2.09870929375
MORELMAISON,88170,48.3211524377,5.91591541641
CONTRES,18130,46.8574614784,2.49599485968
ST ILLIERS LE BOIS,78980,48.9650939758,1.5118698164
MOYEMONT,88700,48.3446679064,6.54438076888
COUST,18210,46.683985112,2.5990481685
ST LEGER EN YVELINES,78610,48.7300275731,1.75992099738
MOYENMOUTIER,88420,48.3849583082,6.91756486753
CROSSES,18340,47.0079967689,2.5680059159
ST MARTIN LA GARENNE,78520,49.0359613307,1.6773072296
NAYEMONT LES FOSSES,88100,48.2978194425,7.00799607343
DAMPIERRE EN CROT,18260,47.4559955079,2.57410394358
ST REMY LES CHEVREUSE,78470,48.703873758,2.07898924956
LA NEUVEVILLE DEVANT LEPANGES,88600,48.1537248949,6.66634796718
DAMPIERRE EN GRACAY,18310,47.1833400465,1.94119668443
SONCHAMP,78120,48.5880930813,1.86888636176
NONVILLE,88260,48.0899626206,5.98313729511
FARGES ALLICHAMPS,18200,46.7578876589,2.41076588761
VAUX SUR SEINE,78740,49.0095815158,1.97449626486
NOSSONCOURT,88700,48.3997714824,6.67182363407
FAVERDINES,18360,46.6369138943,2.45989211577
VERNOUILLET,78540,48.9655697167,1.97530302109
OELLEVILLE,88500,48.3352451365,6.02078424546
FUSSY,18110,47.1409616832,2.42597712218
VIEILLE EGLISE EN YVELINES,78125,48.669743712,1.87479828191
PAIR ET GRANDRUPT,88100,48.2794735198,7.01113193322
GARIGNY,18140,47.0876281649,2.88287839693
VILLEPREUX,78450,48.8311450096,2.0130908572
LA PETITE RAON,88210,48.4194366522,6.99291726168
LA GROUTTE,18200,46.689480572,2.5127413479
VILLETTE,78930,48.9262788706,1.69374172457
PIERREPONT SUR L ARENTELE,88600,48.2640041205,6.660725062
HENRICHEMONT,18250,47.2982614047,2.53601083137
VILLIERS LE MAHIEU,78770,48.8533372475,1.77379972597
POMPIERRE,88300,48.2746496392,5.67619878107
IVOY LE PRE,18380,47.355231934,2.5102170858
ADILLY,79200,46.7014595722,-0.315563835199
PONT SUR MADON,88500,48.3708641633,6.15132896221
JALOGNES,18300,47.2290743962,2.77827164434
AIRVAULT,79600,46.8329725103,-0.135880248296
PROVENCHERES LES DARNEY,88260,48.1233719759,5.96308105544
JOUET SUR L AUBOIS,18320,47.0454813599,3.00331831093
ARGENTONNAY,79150,46.9784261272,-0.468875242934
PROVENCHERES ET COLROY,88490,48.3153511081,7.07950479056
LUGNY BOURBONNAIS,18350,46.9350965146,2.70318159119
ARGENTONNAY,79150,46.9784261272,-0.468875242934
LE PUID,88210,48.3927228092,7.03919512713
LUNERY,18400,46.9383928285,2.25765806502
BEAULIEU SOUS PARTHENAY,79420,46.5772588868,-0.208446737008
RAMBERVILLERS,88700,48.3458722142,6.63121002783
MAISONNAIS,18170,46.6480807843,2.21996762101
BEAUVOIR SUR NIORT,79360,46.180941644,-0.473314553431
RAMECOURT,88500,48.3088372975,6.09746519349
MARMAGNE,18500,47.0892553874,2.27075651411
BEAUVOIR SUR NIORT,79360,46.180941644,-0.473314553431
RAON AUX BOIS,88220,48.0563851529,6.51474644165
MASSAY,18120,47.1549090518,1.98560116565
LE BOURDET,79210,46.238410731,-0.635204990837
RAON SUR PLAINE,88110,48.5066764358,7.10986005227
MEHUN SUR YEVRE,18500,47.1356637883,2.22043045347
BRESSUIRE,79300,46.8545755683,-0.479375922286
RAVES,88520,48.2607082807,7.04375216044
MEILLANT,18200,46.7812952674,2.5067896851
BRESSUIRE,79300,46.8545755683,-0.479375922286
REGNEY,88450,48.28657305,6.30785592223
MONTLOUIS,18160,46.8069612124,2.2474231379
BRESSUIRE,79300,46.8545755683,-0.479375922286
REMONCOURT,88800,48.2238896694,6.05370778613
NEUVY DEUX CLOCHERS,18250,47.2805836865,2.68919945423
BRETIGNOLLES,79140,46.8727956003,-0.594560629836
ROUVRES LA CHETIVE,88170,48.3048594616,5.77652870122
NOHANT EN GOUT,18390,47.0899990268,2.58066243646
BRIEUIL SUR CHIZE,79170,46.1263946231,-0.326929907334
ST AME,88120,48.0241085703,6.65165040514
OIZON,18700,47.4531780432,2.51260180785
CELLES SUR BELLE,79370,46.2405369288,-0.218181064771
ST REMIMONT,88800,48.2415839774,5.91269544307
PARASSY,18220,47.2421364963,2.53814745107
VAL EN VIGNES,79290,47.0601100117,-0.36392979915
SERCOEUR,88600,48.2559068435,6.53631302887
PARNAY,18130,46.8513776331,2.55606472439
CHANTELOUP,79320,46.7625455282,-0.505290757688
THEY SOUS MONTFORT,88800,48.2295778524,5.97261217234
PRECY,18140,47.0904100974,2.92907066727
LA CHAPELLE ST LAURENT,79430,46.7322726991,-0.466366098553
LE THOLY,88530,48.0875038996,6.73898025546
QUANTILLY,18110,47.22453003,2.4453965974
BEUGNON THIREUIL,79130,46.5528411704,-0.552963332142
TOLLAINCOURT,88320,48.0944938013,5.72324899946
QUINCY,18120,47.1301375038,2.15620533706
PLAINE D ARGENSON,79360,46.1506834964,-0.48413782937
TRAMPOT,88350,48.3555814524,5.44245742995
REIGNY,18270,46.5900399077,2.34226885465
PLAINE D ARGENSON,79360,46.1506834964,-0.48413782937
UZEMAIN,88220,48.1015554236,6.34403529547
RIANS,18220,47.184837825,2.6197112281
MAULEON,79700,46.946804716,-0.747142973233
VARMONZEY,88450,48.3232458898,6.28031877761
ST AMAND MONTROND,18200,46.726171431,2.52013626979
CHERIGNE,79170,46.115178559,-0.172695425322
VECOUX,88200,47.9697988372,6.66320804363
ST BAUDEL,18160,46.8510186735,2.20484359931
LE CHILLOU,79600,46.7695842244,-0.12153287828
VIENVILLE,88430,48.1775009345,6.84473927135
ST DOULCHARD,18230,47.1109300599,2.35703710189
CLAVE,79420,46.5034289857,-0.201213420477
VILLONCOURT,88150,48.2696270418,6.51634563394
STE GEMME EN SANCERROIS,18240,47.4003683857,2.82072264021
COULONGES SUR L AUTIZE,79160,46.4828315658,-0.599450293173
VITTEL,88800,48.2012893937,5.95449403029
ST LOUP DES CHAUMES,18190,46.8257663512,2.38238392364
LES CHATELIERS,79340,46.4989423539,-0.107332373635
VIVIERS LES OFFROICOURT,88500,48.2687079823,6.01804838798
ST OUTRILLE,18310,47.1395164801,1.81121677425
FENIOUX,79160,46.540724799,-0.494170726123
WISEMBACH,88520,48.2614197049,7.11887100206
STE THORETTE,18500,47.0779345031,2.2069818556
LA FERRIERE EN PARTHENAY,79390,46.6478583733,-0.0787535449945
MONTHOLON,89710,47.8710829792,3.32834802576
SANTRANGES,18240,47.5028938123,2.75871821581
FOMPERRON,79340,46.4695567913,-0.118091718958
AISY SUR ARMANCON,89390,47.6569574082,4.2090837181
SAVIGNY EN SANCERRE,18240,47.4437813454,2.7982040526
FONTENILLE ST MARTIN D ENTRAIGUES,79110,46.1121201701,-0.132411224833
ANCY LE FRANC,89160,47.7772837074,4.16461279806
SAVIGNY EN SEPTAINE,18390,47.0454926015,2.56818918732
LA FORET SUR SEVRE,79380,46.7587446345,-0.648000879918
ANDRYES,89480,47.5302279519,3.46612181132
SOYE EN SEPTAINE,18340,47.0306784477,2.48782583308
FORS,79230,46.2413057135,-0.414327333899
ANNAY LA COTE,89200,47.5529211916,3.87020615166
SURY ES BOIS,18260,47.4600582347,2.71117919113
GENNETON,79150,47.0447855312,-0.437548690394
ANNOUX,89440,47.6235485388,4.0510085082
TENDRON,18350,46.9797256032,2.82004963594
GERMOND ROUVRE,79220,46.450571365,-0.418072751644
ARCES DILO,89320,48.0983124946,3.59434299703
VENESMES,18190,46.8470958613,2.28228826634
ALLOINAY,79110,46.1501272552,-0.0484413702112
ARCES DILO,89320,48.0983124946,3.59434299703
VERNAIS,18210,46.7670157945,2.70878494845
VALDELAUME,79110,46.0832090401,-0.000696246203395
ARTHONNAY,89740,47.9316900287,4.22973303932
VERNEUIL,18210,46.8209400192,2.60143793073
VALDELAUME,79110,46.0832090401,-0.000696246203395
AUXERRE,89290,47.793488225,3.58168281761
VILLECELIN,18160,46.8208130106,2.19519297741
JUILLE,79170,46.1120285773,-0.223925439976
AVALLON,89200,47.4824789933,3.91585953972
VILLENEUVE SUR CHER,18400,47.0279195347,2.223362071
LIMALONGES,79190,46.1367085273,0.173652821566
BAZARNES,89460,47.6601599363,3.64377288965
VINON,18300,47.2824813545,2.83212165304
LUCHE SUR BRIOUX,79170,46.1344762201,-0.15027346601
BEAUVOIR,89240,47.7920347312,3.38017414614
VORLY,18340,46.9399216057,2.4731491323
LUZAY,79100,46.9273390043,-0.2074214162
BEUGNON,89570,48.0194485737,3.79563603666
ALLASSAC,19240,45.2556220149,1.46918061552
MAISONTIERS,79600,46.7784936839,-0.263054037852
BLANNAY,89200,47.533737182,3.76206481409
ALLEYRAT,19200,45.5636726085,2.21836208439
MARNES,79600,46.8531541226,-0.0177888678649
BLEIGNY LE CARREAU,89230,47.8317186329,3.67738872198
AUBAZINES,19190,45.1857945286,1.68640722366
MAZIERES EN GATINE,79310,46.5207504336,-0.323592605264
LES BORDES,89500,48.1095935384,3.38967473325
BAR,19800,45.3421541864,1.81469639235
MELLE,79500,46.2309583731,-0.147888712984
BRANNAY,89150,48.2273397765,3.12512459737
BRIGNAC LA PLAINE,19310,45.1769208427,1.33285501672
MONCOUTANT SUR SEVRE,79320,46.7361693715,-0.578776799054
BRIENON SUR ARMANCON,89210,48.0009924544,3.61784777108
CHAMBOULIVE,19450,45.4270783097,1.70936524222
MONCOUTANT SUR SEVRE,79380,46.7361693715,-0.578776799054
BROSSES,89660,47.5311094024,3.68947320566
CHAMEYRAT,19330,45.2478873538,1.70626007972
AIGONDIGNE,79370,46.2907364441,-0.296041998938
BUTTEAUX,89360,47.9838665188,3.82197374039
LA CHAPELLE AUX SAINTS,19120,44.9831181613,1.71908951558
AIGONDIGNE,79370,46.2907364441,-0.296041998938
CENSY,89310,47.6996207906,4.04463682832
CHASTEAUX,19600,45.0828146271,1.46748876327
NIORT,79000,46.328260242,-0.465353019369
CERILLY,89320,48.1772376965,3.62550195723
CORNIL,19150,45.2137162961,1.69660747239
PLAINE ET VALLEES,79100,46.9369329202,-0.0842351282064
CHABLIS,89800,47.8075995199,3.79091424228
COSNAC,19360,45.1307416236,1.58601909494
PLAINE ET VALLEES,79600,46.9369329202,-0.0842351282064
CHAMOUX,89660,47.4594591063,3.66121368079
DAMPNIAT,19360,45.1638501631,1.63821621038
PAMPLIE,79220,46.5267037965,-0.439316862491
LA CHAPELLE SUR OREUSE,89260,48.2918213801,3.29933199653
DAVIGNAC,19250,45.4911899589,2.07587737304
PLIBOUX,79190,46.1647195331,0.12277120326
CHARBUY,89113,47.8282503939,3.46650072753
ESPAGNAC,19150,45.2408229294,1.89882225318
POUGNE HERISSON,79130,46.660301587,-0.413918277159
CHARNY OREE DE PUISAYE,89120,47.8862119429,3.09764224265
FEYT,19340,45.6844902907,2.47902463461
ST AMAND SUR SEVRE,79700,46.8794926355,-0.782455017663
CHATEL CENSOIR,89660,47.5231274585,3.63789696158
GRANDSAIGNE,19300,45.487529142,1.93017010413
ST ANDRE SUR SEVRE,79380,46.7779589756,-0.699311994263
CHATEL GERARD,89310,47.6281248856,4.10542157906
GROS CHASTANG,19320,45.21473166,2.00326104775
ST GEORGES DE NOISNE,79400,46.4804515489,-0.242191937779
CHAUMONT,89340,48.3098919789,3.10062087722
GUMOND,19320,45.2198203568,1.96223391046
ST JACQUES DE THOUARS,79100,46.9694218287,-0.233924746738
CHAUMOT,89500,48.0831019146,3.202617181
LANTEUIL,19190,45.1177049487,1.64002369199
ST LOUP LAMAIRE,79600,46.77039082,-0.157079150205
CHEMILLY SUR SEREIN,89800,47.7679851847,3.85758757534
LAPLEAU,19550,45.2972681387,2.15927130911
ST MAIXENT DE BEUGNE,79160,46.5147236196,-0.613320337812
CHEMILLY SUR YONNE,89250,47.8967076201,3.55752169454
LARCHE,19600,45.1137863095,1.41998991347
ST MARTIN DE BERNEGOUE,79230,46.2362508702,-0.357119218416
CHENEY,89700,47.9131115913,3.96166576209
LAROCHE PRES FEYT,19340,45.7066868401,2.4992746244
ST MARTIN DE MACON,79100,47.0226217222,-0.11381871589
COURTOIN,89150,48.1216195741,3.10995909647
LATRONCHE,19160,45.3080469107,2.2400154033
ST MAURICE ETUSSON,79150,47.0496404823,-0.508816707634
COURTOIS SUR YONNE,89100,48.2291773603,3.24850168406
LAVAL SUR LUZEGE,19550,45.2541335786,2.14246404167
ST PAUL EN GATINE,79240,46.6396545543,-0.61720118582
DIGES,89240,47.719989631,3.40380600353
LESTARDS,19170,45.5412768254,1.86439774185
ST SYMPHORIEN,79270,46.2674034004,-0.479082156946
DRUYES LES BELLES FONTAINES,89560,47.5588734709,3.41791514779
LIGNAREIX,19200,45.6137197457,2.30195936647
SAUZE VAUSSAIS,79190,46.1223913244,0.111211623906
EPINEAU LES VOVES,89400,47.9468458779,3.46998413292
LE LONZAC,19470,45.4699663224,1.73115503451
LE TALLUD,79200,46.627315144,-0.291049695732
FESTIGNY,89480,47.5587659772,3.53435245124
LOUIGNAC,19310,45.2171199764,1.27073739721
THOUARS,79100,46.9828628407,-0.199581467021
FOISSY LES VEZELAY,89450,47.4373067665,3.75900618123
MALEMORT,19360,45.176099789,1.58386372231
VAL DU MIGNON,79210,46.1701185882,-0.587199474671
FOISSY SUR VANNE,89190,48.2225776694,3.50568245446
MANSAC,19520,45.1603327019,1.38223903365
VANZAY,79120,46.2310672583,0.110650290356
FONTAINE LA GAILLARDE,89100,48.2246784203,3.4008490535
MAUSSAC,19250,45.4704291606,2.12678268861
VAUSSEROUX,79420,46.5553603723,-0.138086745707
FONTENAY SOUS FOURONNES,89660,47.6214347574,3.60212816173
MONCEAUX SUR DORDOGNE,19400,45.07174218,1.88908252368
VERRUYES,79310,46.5188026675,-0.282182786375
GERMIGNY,89600,47.9971165696,3.79141682909
MONESTIER PORT DIEU,19110,45.496503482,2.48981642145
VILLIERS EN PLAINE,79160,46.4150506685,-0.536890888981
GIGNY,89160,47.8287677848,4.30551561383
NESPOULS,19600,45.0563342157,1.50252648148
VILLIERS SUR CHIZE,79170,46.0980469832,-0.30373228125
GIROLLES,89200,47.5460602358,3.83633441975
NEUVILLE,19380,45.1095698093,1.84454335261
XAINTRAY,79220,46.4958576969,-0.48044229191
GISY LES NOBLES,89140,48.2868565127,3.24944929424
NONARDS,19120,45.0199014556,1.80919700303
ABBEVILLE,80100,50.1083582944,1.83209170207
GLAND,89740,47.8196707151,4.22248259581
OBJAT,19130,45.2632333605,1.41287237115
AIRAINES,80270,49.9720712318,1.94513035737
VALRAVILLON,89113,47.8968225975,3.42698733417
PALISSE,19160,45.4339391784,2.20721338065
AIZECOURT LE HAUT,80200,49.9669534703,2.98250284115
JULLY,89160,47.7745117396,4.29841355038
PANDRIGNES,19150,45.2212791943,1.85894195894
ALBERT,80300,50.0040829344,2.6483138296
LAILLY,89190,48.2616892907,3.50441517022
PERPEZAC LE NOIR,19410,45.3370896874,1.55340576295
ALLERY,80270,49.9594164117,1.88551094402
LEZINNES,89160,47.8039171738,4.07106558888
PEYRELEVADE,19290,45.7101794638,2.03734286848
ALLONVILLE,80260,49.9379400536,2.3677741824
LUCY SUR CURE,89270,47.637007629,3.76485740571
PIERREFITTE,19450,45.4278645906,1.65028178088
AMIENS,80090,49.9009532186,2.29007445539
MALAY LE GRAND,89100,48.1633768115,3.35131160799
PRADINES,19170,45.5113262378,1.90969127344
ASSAINVILLERS,80500,49.6231275288,2.59930231823
MALAY LE PETIT,89100,48.1846386886,3.37642040846
LA ROCHE CANILLAC,19320,45.1986182258,1.96353579663
AUCHONVILLERS,80560,50.0820136591,2.63330936836
MENADES,89450,47.4427355062,3.83077013253
SADROC,19270,45.274045175,1.54972416906
BAILLEUL,80490,50.0258469553,1.85504998137
MERCY,89210,48.0300188827,3.62631173753
ST BONNET LA RIVIERE,19130,45.2931005483,1.35936979218
BARLY,80600,50.2057087511,2.27424425535
MICHERY,89140,48.3122378031,3.24557426327
ST GERMAIN LAVOLPS,19290,45.6074727471,2.2137903995
BAYONVILLERS,80170,49.8647263676,2.62854322017
MOLINONS,89190,48.2218670687,3.54417297472
ST GERMAIN LES VERGNES,19330,45.2671975982,1.62099868397
BECQUIGNY,80500,49.6889391045,2.62140108119
MONETEAU,89470,47.8490198002,3.5878018416
ST JULIEN MAUMONT,19500,45.034476008,1.70931422691
BEHENCOURT,80260,49.9738173198,2.469734228
MONTREAL,89420,47.5493086429,4.05005175601
ST MARTIN LA MEANNE,19320,45.1711303234,1.99473483674
BERMESNIL,80140,49.897842281,1.74398450934
MOULINS EN TONNERROIS,89310,47.729274263,4.04335339652
ST MERD LES OUSSINES,19170,45.6228763461,2.03219704649
BERMESNIL,80140,49.897842281,1.74398450934
ORMOY,89400,47.9553960343,3.57454289298
ST MEXANT,19330,45.2895303019,1.67629634388
BLANGY TRONVILLE,80440,49.8695433545,2.43039869559
PERRIGNY SUR ARMANCON,89390,47.6866686908,4.21866444518
ST PANTALEON DE LAPLEAU,19160,45.32011422,2.20178736947
LE BOISLE,80150,50.2683509282,1.97366129203
ROFFEY,89700,47.9122945683,3.91182885101
ST PARDOUX LE NEUF,19200,45.6127807921,2.33140885442
BOUILLANCOURT EN SERY,80220,49.9600031644,1.63026565334
LE VAL D OCRE,89110,47.8214473263,3.29048335743
