Nom_commune,Code_postal,coordonnees_gps
UGNY SUR MEUSE,55140,48.6380468267,5.68950588575
MONTREUIL SOUS PEROUSE,35500,48.1510951344,-1.24238323574
CALVISSON,30420,43.7876770094,4.18871767018
VACHERAUVILLE,55100,49.2298521797,5.36190605148
PACE,35740,48.152548244,-1.77716643787
CAMPESTRE ET LUC,30770,43.9384282987,3.40041205655
VERY,55270,49.240211743,5.09287373247
PIPRIAC,35550,47.8116756729,-1.93781141913
CANAULES ET ARGENTIERES,30350,43.9793142432,4.04842734125
VILLE SUR SAULX,55000,48.7184994101,5.07040984768
PLECHATEL,35470,47.8751941838,-1.73375846531
CARDET,30350,44.014875409,4.08912365782
VILOSNES HARAUMONT,55110,49.3370255498,5.2447539057
RENNES,35700,48.1119791219,-1.68186449144
CODOGNAN,30920,43.7226508777,4.2269417423
WATRONVILLE,55160,49.1386242762,5.54701396462
ROMILLE,35850,48.2223488257,-1.87904298142
CORBES,30140,44.0747158788,3.95441606687
WISEPPE,55700,49.4607454359,5.16493375894
ST BROLADRE,35120,48.5799892763,-1.6606819388
CROS,30170,44.0012514545,3.82331277161
WOEL,55210,49.0386550285,5.74002247215
ST DIDIER,35220,48.0932158644,-1.35806845203
DEAUX,30360,44.0696746429,4.15790538028
WOIMBEY,55300,48.965431246,5.4520114726
ST GERMAIN SUR ILLE,35250,48.2509838584,-1.65264903322
DOMESSARGUES,30350,43.9732979744,4.16569285159
AURAY,56400,47.6677057368,-2.99041112225
RIVES DU COUESNON,35140,48.2768095716,-1.36810224872
DURFORT ET ST MARTIN DE SOSSENAC,30170,43.9854341188,3.95398099207
BADEN,56870,47.614993273,-2.90383771516
ST MALO,35400,48.6400443482,-1.98060627256
FLAUX,30700,44.0133314652,4.51091483883
BAUD,56150,47.8753982698,-3.03131524701
ST SAUVEUR DES LANDES,35133,48.3469024339,-1.31411458673
FONS,30730,43.9072744554,4.18054520529
BERRIC,56230,47.6385230566,-2.52752927952
ST SULIAC,35430,48.569900609,-1.96692288512
FOURQUES,30300,43.7116543785,4.54884323842
BRANDERION,56700,47.79176054,-3.19316403763
LE SEL DE BRETAGNE,35320,47.8978195482,-1.60609578245
FRESSAC,30170,43.9964171524,3.9209656443
BRECH,56400,47.709389623,-3.02425370135
LE TIERCENT,35460,48.3496552529,-1.42320230494
GAILHAN,30260,43.8468404118,4.02923303341
CARO,56140,47.8621010187,-2.32764949894
TRIMER,35190,48.3440055823,-1.89692594025
GAJAN,30730,43.8985088246,4.22564270538
CAUDAN,56850,47.8132096296,-3.34070239075
VERGEAL,35680,48.0357832819,-1.25557177588
JONQUIERES ST VINCENT,30300,43.8279005842,4.55775920877
CLEGUEREC,56480,48.1278326906,-3.0634223364
LE VERGER,35160,48.0658260742,-1.93692739781
JUNAS,30250,43.7615067362,4.11752159876
CREDIN,56580,48.0385062482,-2.76505746928
VIEUX VIEL,35610,48.5010768031,-1.55308339453
LANGLADE,30980,43.8045117845,4.25533661815
GUELTAS,56920,48.0920646623,-2.80987346419
VIEUX VY SUR COUESNON,35490,48.3340738846,-1.49930744372
LAVAL ST ROMAN,30760,44.300208195,4.50443092507
HENNEBONT,56700,47.807556604,-3.26971559866
VILLAMEE,35420,48.4562439704,-1.21840173852
LOGRIAN FLORIAN,30610,43.946291935,4.02495373936
ILE AUX MOINES,56780,47.5862523195,-2.84876733291
PONT PEAN,35131,48.0111348801,-1.69601676125
MIALET,30140,44.1249777837,3.93832235648
KERVIGNAC,56700,47.7686555667,-3.2479141613
BELABRE,36370,46.5555750256,1.16199318259
MOLIERES SUR CEZE,30410,44.261353293,4.14846746114
LANVENEGEN,56320,48.004442867,-3.53246846865
LA BERTHENOUX,36400,46.6972820615,2.05729628607
MONTAREN ET ST MEDIERS,30700,44.0446191857,4.38296878497
LOCMARIA GRAND CHAMP,56390,47.7597989098,-2.79009588918
LE BLANC,36300,46.6346200347,1.10013221164
MONTFRIN,30490,43.8750973783,4.59182307078
LOCQUELTAS,56390,47.7645245564,-2.75837514675
BOMMIERS,36120,46.7799451256,2.00352346772
MONTPEZAT,30730,43.8539397379,4.15932886885
MELRAND,56310,47.9750761347,-3.09950962004
BRIANTES,36400,46.5505241827,2.02422131668
MOULEZAN,30350,43.9255132059,4.12932302147
MISSIRIAC,56140,47.8239477341,-2.35554306974
CHASSIGNOLLES,36400,46.5288369456,1.93596735168
MOUSSAC,30190,43.9775652657,4.23531660629
EVELLYS,56500,47.9969702073,-2.84450199902
CHITRAY,36800,46.6594985934,1.35961781194
NAVACELLES,30580,44.1655136913,4.23593579297
PEILLAC,56220,47.7151673014,-2.21864708228
CHOUDAY,36100,46.9211133197,2.05340256706
NIMES,30900,43.844938394,4.34806796996
PERSQUEN,56160,48.0148048063,-3.21876275805
CLERE DU BOIS,36700,46.9425971085,1.10231213946
LES PLANS,30340,44.1405053543,4.21212255981
PLOERDUT,56160,48.092400423,-3.28849567828
CLION,36700,46.9379936712,1.22161991718
PONTEILS ET BRESIS,30450,44.3981409467,3.96697312804
PLOUHARNEL,56340,47.5996860072,-3.12263540651
COINGS,36130,46.8840276605,1.72143917623
PONT ST ESPRIT,30130,44.2526637065,4.63901945786
PLUHERLIN,56220,47.7150813893,-2.36982500415
CROZON SUR VAUVRE,36140,46.481288114,1.88194807348
POTELIERES,30500,44.2243968087,4.22738343545
QUIBERON,56170,47.4881657518,-3.12282400639
DEOLS,36130,46.8403192166,1.70244266478
POULX,30320,43.9145982171,4.42394747626
RADENAC,56500,47.9491864881,-2.7130262254
FEUSINES,36160,46.5123371526,2.10013659358
POUZILHAC,30210,44.0390457714,4.5813397789
ROHAN,56580,48.0894729078,-2.74289349801
FONTGOMBAULT,36220,46.6744006653,0.971856321083
REDESSAN,30129,43.8345466774,4.51298942933
ST AVE,56890,47.6991321739,-2.7415830935
LEVROUX,36110,46.9727032392,1.63027138239
REVENS,30750,44.091237523,3.30243079472
ST DOLAY,56130,47.5474738486,-2.17191320646
LINGE,36220,46.7553232246,1.11330278718
RIBAUTE LES TAVERNES,30720,44.0418878865,4.08501586323
ST GILDAS DE RHUYS,56730,47.5128140114,-2.83281521373
LOURDOUEIX ST MICHEL,36140,46.4167963752,1.7255656955
ROCHEFORT DU GARD,30650,43.9811688272,4.68155728487
ST LAURENT SUR OUST,56140,47.7918218379,-2.31430772802
LUANT,36350,46.7276279837,1.56239391822
LA ROUVIERE,30190,43.9199042762,4.24092022842
SARZEAU,56370,47.5235379478,-2.75087136906
LUCAY LE MALE,36360,47.1147802667,1.42699842882
ST ALEXANDRE,30130,44.2239447184,4.63170135907
SEGLIEN,56160,48.102365362,-3.15150581727
MARTIZAY,36220,46.7999203381,1.03953209001
STE ANASTASIE,30190,43.9319120085,4.34202199629
SERENT,56460,47.8245310823,-2.49728404193
MENETOU SUR NAHON,36210,47.2239556606,1.63663736153
ST ANDRE DE ROQUEPERTUIS,30630,44.240660437,4.44801510807
SILFIAC,56480,48.1449436665,-3.17252446086
MENETREOLS SOUS VATAN,36150,47.0086528841,1.83457489496
ST ANDRE D OLERARGUES,30330,44.1653858318,4.4963265641
TAUPONT,56800,47.9622874981,-2.44276588766
MIGNE,36800,46.7122971226,1.30178557971
ST BAUZELY,30730,43.9219966134,4.19218594435
LA TRINITE PORHOET,56490,48.0984875737,-2.52457196653
MONTLEVICQ,36400,46.5799416307,2.08420798792
ST BENEZET,30350,43.9911168428,4.13585383193
ABONCOURT SUR SEILLE,57590,48.8186679657,6.35583662298
NURET LE FERRON,36800,46.6891633663,1.42831929228
ST BONNET DU GARD,30210,43.9271833861,4.53872495872
ASPACH,57790,48.6526727598,6.9670213438
LE POINCONNET,36330,46.7565614091,1.72996377685
ST GENIES DE COMOLAS,30150,44.0657349298,4.73124185894
BERMERING,57340,48.9333505084,6.71263318734
LE PONT CHRETIEN CHABENET,36800,46.6284901287,1.50039089772
ST GENIES DE MALGOIRES,30190,43.94623194,4.2131714959
BETTELAINVILLE,57640,49.2450266882,6.31370817439
POULAINES,36210,47.1498063168,1.64502006889
ST HIPPOLYTE DU FORT,30170,43.9541335722,3.85306084784
BICKENHOLTZ,57635,48.8068173571,7.17081758315
PRUNIERS,36120,46.7812910587,2.05837343794
ST JEAN DE SERRES,30350,43.9898474305,4.0762512043
BELLES FORETS,57930,48.8081241943,6.90014574673
REBOURSIN,36150,47.1082025361,1.81207985903
ST JUST ET VACQUIERES,30580,44.1005216678,4.23587499395
BOUSSEVILLER,57230,49.1217722376,7.46170264834
REUILLY,36260,47.080059286,2.01080444481
ST LAURENT DE CARNOLS,30200,44.2256485966,4.53204790849
BURLIONCOURT,57170,48.8625578408,6.57951956171
ROUSSINES,36170,46.4618536752,1.37726376805
ST LAURENT LE MINIER,30440,43.9251433166,3.65288683571
CHATEAU BREHAIN,57340,48.898906621,6.52153311828
ROUVRES LES BOIS,36110,47.0727033689,1.65279278952
ST SIFFRET,30700,44.0153596124,4.46857345963
CHATEAU SALINS,57170,48.8192996978,6.49319554209
ST AOUT,36120,46.7258764894,1.96323578512
ST VICTOR LA COSTE,30290,44.0551218504,4.64162593876
CHENOIS,57580,48.9576168886,6.48910214477
ST AUBIN,36100,46.861488808,2.03208809042
ST VICTOR DE MALCAP,30500,44.2544238833,4.23077320622
CHICOURT,57590,48.9194951245,6.50508064075
ST CHARTIER,36400,46.6758816931,1.98233064219
SALAZAC,30760,44.2565156091,4.53650899935
COLMEN,57320,49.3503030508,6.53398702334
ST CIVRAN,36170,46.4938472391,1.40425431776
SANILHAC SAGRIES,30700,43.9548767362,4.4196061912
DESSELING,57260,48.7853183275,6.84475115273
ST FLORENTIN,36150,47.0986279649,1.77918217074
SAUVETERRE,30150,44.0168058845,4.80890320388
ENNERY,57365,49.2278102689,6.2187616545
ST GEORGES SUR ARNON,36100,46.9864324213,2.06490343076
SAZE,30650,43.9447000008,4.69826538851
ERNESTVILLER,57510,49.0636116192,6.97508799239
ST HILAIRE SUR BENAIZE,36370,46.5569306116,1.06674152425
SERNHAC,30210,43.9119026242,4.56096710639
LES ETANGS,57530,49.1452868081,6.37462761343
STE LIZAIGNE,36260,47.0110071957,1.99544056226
SOUDORGUES,30460,44.0661076711,3.80654189355
FILSTROFF,57320,49.3246054218,6.53027792058
ST MAUR,36250,46.7890918907,1.62343965566
TREVES,30750,44.0700313449,3.39129875689
FONTENY,57590,48.8761779555,6.47830275914
SASSIERGES ST GERMAIN,36120,46.7550023432,1.89054741912
VALLABRIX,30700,44.0656231815,4.48392568742
FRAQUELFING,57790,48.6354147373,6.98945886405
SAUZELLES,36220,46.6542476574,0.985473920463
VAL D AIGOUAL,30570,44.0875534961,3.61946476562
FREYMING MERLEBACH,57800,49.1525756195,6.79731056431
SEGRY,36100,46.8846862374,2.09589433359
VALLIGUIERES,30210,44.0080792047,4.58999068542
GROS REDERCHING,57410,49.068151455,7.2189013758
SEMBLECAY,36210,47.2185048101,1.69379686982
VAUVERT,30600,43.6258468531,4.30597093294
GUENANGE,57310,49.2984663485,6.20430376162
THIZAY,36100,46.8989940984,1.92934750416
VENEJAN,30200,44.198514501,4.66816449365
VAL DE BRIDE,57260,48.8293499889,6.69041214777
VALENCAY,36600,47.1558433483,1.55858540806
VERS PONT DU GARD,30210,43.9668458822,4.51945060223
GUERMANGE,57260,48.8023864837,6.81989842123
VATAN,36150,47.0538873718,1.82531478025
VEZENOBRES,30360,44.0510480255,4.13455182602
GUERSTLING,57320,49.3242110965,6.57634987075
VICQ EXEMPLET,36400,46.6210252622,2.14341177341
RODILHAN,30230,43.825503937,4.43410669109
GUINZELING,57670,48.8800902544,6.84393509997
VICQ SUR NAHON,36600,47.1002749222,1.55803357778
AYGUESVIVES,31450,43.4290243945,1.59439448927
HANNOCOURT,57590,48.9143175086,6.45203653587
VILLEDIEU SUR INDRE,36320,46.8446125894,1.51599368144
ANAN,31230,43.3522518749,0.810075633308
HAN SUR NIED,57580,48.9905452209,6.44473244817
VILLENTROIS FAVEROLLES EN BERRY,36600,47.1877948714,1.45972969397
ANTICHAN DE FRONTIGNES,31510,42.9696953465,0.676907980365
HAUT CLOCHER,57400,48.7620782586,6.99144678539
ANTOGNY LE TILLAC,37800,46.9684491062,0.55478841999
ARDIEGE,31210,43.0667699712,0.64401533309
HAZEMBOURG,57430,48.9617561061,6.94250550256
ASSAY,37120,47.0676563174,0.276362462975
ARGUENOS,31160,42.9592233941,0.72693971703
HERANGE,57635,48.7775443186,7.17286672818
ATHEE SUR CHER,37270,47.3147073086,0.902278800699
ARTIGUE,31110,42.8264001411,0.63971982942
HONSKIRCH,57670,48.9403516855,6.96380472548
AVOINE,37420,47.2237767737,0.18754463005
ASPRET SARRAT,31800,43.0698319191,0.720036788419
L HOPITAL,57490,49.1574029891,6.73265965456
AZAY LE RIDEAU,37190,47.2729677305,0.469464530446
AULON,31420,43.190035341,0.813417936999
INSVILLER,57670,48.8907066316,6.90981688773
BARROU,37350,46.8814967134,0.77481154577
AURIAC SUR VENDINELLE,31460,43.519408834,1.82440314638
JURY,57245,49.0729756124,6.25660660705
BEAUMONT LOUESTAULT,37370,47.568810886,0.67274558764
BEAUPUY,31850,43.6525825042,1.55869879525
JUSSY,57130,49.1008350599,6.08012042749
BLERE,37150,47.3074648411,0.987107533288
BEAUVILLE,31460,43.4675844934,1.7707274596
LANGATTE,57400,48.7621753199,6.95886930776
BOUSSAY,37290,46.8484852345,0.892362482013
BELBERAUD,31450,43.5037794316,1.56972339327
LINDRE HAUTE,57260,48.8192716057,6.75638052646
BUEIL EN TOURAINE,37370,47.63053702,0.552522372258
BELBEZE EN COMMINGES,31260,43.133868235,1.02965888187
LONGEVILLE LES ST AVOLD,57740,49.1191583369,6.64823861446
CANGEY,37530,47.4887286786,1.06027361973
BOIS DE LA PIERRE,31390,43.3411967523,1.1619650342
MALAUCOURT SUR SEILLE,57590,48.8432909798,6.35890178072
CHAMPIGNY SUR VEUDE,37120,47.0566092361,0.327929999931
BOUDRAC,31580,43.1873792108,0.517345335704
MARSILLY,57530,49.0954334009,6.3072836454
CHARNIZAY,37290,46.9160338109,0.990841161121
BOURG D OUEIL,31110,42.8605605642,0.486883887759
LA MAXE,57140,49.1617041923,6.19206256915
CHEMILLE SUR INDROIS,37460,47.1535504221,1.15871292042
BOUSSENS,31360,43.1763531912,0.960371645513
MECLEUVES,57245,49.0513378937,6.2779740963
CIGOGNE,37310,47.2656141951,0.943216158829
BOUTX,31440,42.9153786194,0.770355750474
MENSKIRCH,57320,49.3200359913,6.42942950334
COURCAY,37310,47.2497992287,0.884516285898
BRAX,31490,43.6156942044,1.23194886903
METTING,57370,48.8117374038,7.20544869004
LA CROIX EN TOURAINE,37150,47.34896993,0.992396977664
CASSAGNABERE TOURNAS,31420,43.2311062604,0.799151440801
MOMERSTROFF,57220,49.1545873457,6.53247203457
DIERRE,37150,47.3536037001,0.956010471155
CASTANET TOLOSAN,31320,43.5136166687,1.50383757047
MUNSTER,57670,48.9087027721,6.89308196735
DOLUS LE SEC,37310,47.1649485562,0.890511286523
CASTELBIAGUE,31160,43.0356678546,0.927325532514
NELLING,57670,48.9700836423,6.86518784706
EPEIGNE LES BOIS,37150,47.2765013353,1.12347391282
CASTELMAUROU,31180,43.6845152261,1.53745049477
NIEDERSTINZEL,57930,48.8717353508,7.01381132369
EPEIGNE SUR DEME,37370,47.675476557,0.617884266098
CASTILLON DE LARBOUST,31110,42.7401974688,0.557666969635
NOUILLY,57645,49.1341177397,6.25580095096
LA FERRIERE,37110,47.6237299052,0.756396261973
CAZAUNOUS,31160,42.9882048056,0.724729046231
RACRANGE,57340,48.9251200829,6.67898076184
FERRIERE LARCON,37350,46.9960395019,0.874010150834
CAZERES,31220,43.2203354224,1.09307402728
ROUHLING,57520,49.130927834,7.00317727676
GIZEUX,37340,47.3894530946,0.187822505403
CIER DE RIVIERE,31510,43.0582093702,0.626576681878
RURANGE LES THIONVILLE,57310,49.2703005799,6.23459173013
DESCARTES,37160,46.9943964229,0.696948012849
CIERP GAUD,31440,42.9126857929,0.634654016295
ST PRIVAT LA MONTAGNE,57855,49.1857329152,6.04088915822
HOMMES,37340,47.4233057028,0.283302137982
CORNEBARRIEU,31700,43.6486265729,1.32242964582
SARRALTROFF,57400,48.7748898738,7.06228392608
LEMERE,37120,47.0937316918,0.334993321235
CORRONSAC,31450,43.4715894844,1.48988057955
SCHALBACH,57370,48.8211055124,7.15542835444
LOCHES,37600,47.1201464232,0.97415185088
COX,31480,43.7604806634,1.04203619262
SCHMITTVILLER,57412,49.0071560938,7.18605554531
LOCHE SUR INDROIS,37460,47.0839468716,1.20363593791
ESTADENS,31160,43.0338015189,0.844111123426
COURCHELETTES,59552,50.3421628278,3.05975008268
MAILLE,37800,47.0514867017,0.587132519839
FIGAROL,31260,43.086105599,0.905126707725
CROIX,59170,50.6740689994,3.15464041723
MARCE SUR ESVES,37160,47.0305269249,0.659737945823
FOLCARDE,31290,43.4059778673,1.79495498171
DOUCHY LES MINES,59282,50.2994352925,3.38947295524
MARRAY,37370,47.6239178814,0.703746317881
FONSORBES,31470,43.5317695743,1.23863670585
DUNKERQUE,59640,51.0307229078,2.33752414095
MONTREUIL EN TOURAINE,37530,47.4879968822,0.95212009209
GAILLAC TOULZA,31550,43.2567352836,1.45627950177
ESQUERCHIN,59553,50.3859330394,3.00649318201
NOIZAY,37210,47.4169793507,0.897184990068
GANTIES,31160,43.0640234495,0.836948319209
FRESNES SUR ESCAUT,59970,50.432489562,3.57931049864
NOTRE DAME D OE,37390,47.4541825862,0.709247164919
GIBEL,31560,43.3026504146,1.67636064192
GOGNIES CHAUSSEE,59600,50.3269897728,3.94228730102
PORTS SUR VIENNE,37800,47.0141782746,0.538082911824
JUZES,31540,43.4471276111,1.79347652101
GRUSON,59152,50.5924125411,3.21559274036
PREUILLY SUR CLAISE,37290,46.8500029976,0.930585707169
JUZET D IZAUT,31160,42.9699962027,0.757388801207
HALLENNES LEZ HAUBOURDIN,59320,50.6120409794,2.95454404454
REIGNAC SUR INDRE,37310,47.2227739628,0.916489887764
LABASTIDE ST SERNIN,31620,43.7357715003,1.4659716657
HAUT LIEU,59440,50.1031693794,3.90753338648
LA RICHE,37520,47.3812692668,0.637590445417
LABEGE,31670,43.539137717,1.5206207109
HEM LENGLET,59247,50.2528760846,3.22719072906
ROUZIERS DE TOURAINE,37360,47.5311263676,0.647449146554
LALOURET LAFFITEAU,31800,43.1867504971,0.700251649847
HOUDAIN LEZ BAVAY,59570,50.3294305775,3.78664727295
ST BENOIT LA FORET,37500,47.2128964711,0.321999441383
LAUNAGUET,31140,43.6700766081,1.45516003737
HOUTKERQUE,59470,50.8825678923,2.58249154938
ST CHRISTOPHE SUR LE NAIS,37370,47.6235750307,0.473186358315
LEVIGNAC,31530,43.6593918197,1.20389227339
ILLIES,59480,50.5626769272,2.82845132596
ST QUENTIN SUR INDROIS,37310,47.2088575557,1.03674729969
LODES,31800,43.1663358604,0.657578380319
LAMBERSART,59130,50.6522053005,3.02491174276
TOURS,37100,47.3986382281,0.696526376417
MANE,31260,43.080178576,0.9447955326
LIEU ST AMAND,59111,50.2722406252,3.3493708028
TROGUES,37220,47.111278976,0.511032879391
MASCARVILLE,31460,43.5587512833,1.75383087377
LOMPRET,59840,50.6631680443,2.99516100327
VERETZ,37270,47.3522450777,0.810254495994
MAUZAC,31410,43.3756100753,1.30283298461
MAING,59233,50.3036687499,3.48802239874
VERNOU SUR BRENNE,37210,47.4364709418,0.840522961701
MAZERES SUR SALAT,31260,43.1324112099,0.963599428998
MARQUILLIES,59274,50.5507925122,2.86815833452
VILLELOIN COULANGE,37460,47.1350642786,1.23619125838
MIRAMBEAU,31230,43.4059897744,0.863062543914
MERCKEGHEM,59470,50.8699396008,2.27783454706
YZEURES SUR CREUSE,37290,46.7902872236,0.876208149129
MONCAUP,31160,42.9729218811,0.701637765798
MOEUVRES,59400,50.1602158423,3.06781891746
LES AVENIERES VEYRINS THUELLIN,38630,45.6426437379,5.56958624007
MONTAIGUT SUR SAVE,31530,43.6803943619,1.2345663902
MONCHECOURT,59234,50.3061963745,3.21073984637
BEAUREPAIRE,38270,45.3365279901,5.04348562581
MONTASTRUC SAVES,31370,43.3616344154,1.01900079597
MOUVAUX,59420,50.7041016348,3.13593215066
BESSINS,38160,45.2046121407,5.2638406103
MONTBERAUD,31220,43.1595238311,1.15513584785
NEUF BERQUIN,59940,50.6652328405,2.66524376956
BLANDIN,38730,45.4796488543,5.44663594679
MONTCLAR LAURAGAIS,31290,43.362728431,1.71364639022
NOMAIN,59310,50.5012176112,3.23912545125
BRANGUES,38510,45.6960928828,5.53688016446
MONTEGUT LAURAGAIS,31540,43.4775080465,1.93140539637
ODOMEZ,59970,50.4481733778,3.53940322234
BRIE ET ANGONNES,38320,45.1234335157,5.77865185697
MONTESQUIEU LAURAGAIS,31450,43.4073286541,1.62763249857
ORS,59360,50.1050821078,3.6311053836
CESSIEU,38110,45.5689096926,5.3761675679
MONTESQUIEU VOLVESTRE,31310,43.192539602,1.21785196007
PECQUENCOURT,59146,50.3763502504,3.21867627513
CHAMP SUR DRAC,38560,45.0692413973,5.72756303185
MONTGAILLARD SUR SAVE,31350,43.2545847834,0.717487034111
PITGAM,59284,50.9299079429,2.34010090191
CHANAS,38150,45.3178362934,4.83092383064
MONTGEARD,31560,43.3434044557,1.64154767835
PREUX AU SART,59144,50.2886107324,3.69910774088
LA CHAPELLE DE SURIEU,38150,45.3944898603,4.9163173069
NAILLOUX,31560,43.3652413733,1.61316756794
LE QUESNOY,59530,50.2506593981,3.62486177207
CHARNECLES,38140,45.3423976098,5.52675118378
NIZAN GESSE,31350,43.2304323776,0.596409287994
ROUCOURT,59169,50.3279013406,3.14688211688
CHASSIGNIEU,38730,45.501095883,5.51287218858
PEGUILHAN,31350,43.3182848209,0.703637578751
RUBROUCK,59285,50.8331982321,2.36252595858
CHATONNAY,38440,45.4770417686,5.22225829688
PEYSSIES,31390,43.3257060217,1.18484909158
SAINGHIN EN WEPPES,59184,50.5583359872,2.89740255201
CHAVANOZ,38230,45.7688834941,5.17259586722
PLAGNOLE,31370,43.4114527316,1.06388606316
SAINS DU NORD,59177,50.0854794146,4.03223070419
CHELIEU,38730,45.5077827268,5.48032836102
PLAISANCE DU TOUCH,31830,43.557591642,1.28585811821
AMBLAINVILLE,60110,49.2071001179,2.12057880418
CHONAS L AMBALLAN,38121,45.464474261,4.80291707656
POINTIS INARD,31800,43.0835798216,0.79692777032
ANDEVILLE,60570,49.257573184,2.16834997777
CLAVANS EN HAUT OISANS,38142,45.1175117933,6.16207850111
PONLAT TAILLEBOURG,31210,43.1122469519,0.596250257433
AUGER ST VINCENT,60800,49.2124952218,2.81319586858
COLOMBE,38690,45.3941269048,5.4492922949
PORTET DE LUCHON,31110,42.811445173,0.47107519018
BARON,60300,49.1754522891,2.7348143898
LA COMBE DE LANCEY,38190,45.1978039012,5.91875544895
PORTET SUR GARONNE,31120,43.529395272,1.40251955724
BAZICOURT,60700,49.3431574033,2.62299591456
CORBELIN,38630,45.6024192088,5.55271499318
REBIGUE,31320,43.4900829382,1.47765829898
BEHERICOURT,60400,49.5980389585,3.06410555853
CORENC,38700,45.2267664587,5.75814470454
REGADES,31800,43.0533534739,0.717699496738
BERLANCOURT,60640,49.6785871051,3.08371773899
CRACHIER,38300,45.546295569,5.22002027978
RIEUCAZE,31800,43.0758069309,0.75229643929
BETZ,60620,49.1559241622,2.94290715615
CULIN,38300,45.5238182422,5.24556322676
ROQUETTES,31120,43.4947364798,1.37416616378
BIENVILLE,60280,49.4477920759,2.82514033131
DIEMOZ,38790,45.5886339429,5.08869481653
ROUMENS,31540,43.4646275014,1.93578142821
BLAINCOURT LES PRECY,60460,49.2280944073,2.34451291361
DOMARIN,38300,45.581670022,5.24542934804
SAIGUEDE,31470,43.5233769475,1.14231751485
BOUBIERS,60240,49.2165992699,1.87067010234
LE HAUT BREDA,38580,45.2788909914,6.08520247302
ST ANDRE,31420,43.2742895266,0.847168180191
BRASSEUSE,60810,49.2518806817,2.67877402724
LE HAUT BREDA,38580,45.2788909914,6.08520247302
ST AVENTIN,31110,42.7594170368,0.576677377934
BROYES,60120,49.6277624015,2.45363892412
LE FRENEY D OISANS,38142,45.0782566577,6.12240202229
ST FELIX LAURAGAIS,31540,43.4505941916,1.90172958444
CANNECTANCOURT,60310,49.5483651127,2.89622271842
FROGES,38190,45.2651956551,5.92632272539
ST JEAN LHERM,31380,43.6977269896,1.61794512613
CATHEUX,60360,49.6494174689,2.10545550049
FRONTONAS,38290,45.6511615964,5.18582056366
ST JULIA,31540,43.4940652738,1.89419935625
CERNOY,60190,49.4426355659,2.53929202364
IZEAUX,38140,45.3435240269,5.4297566361
ST LARY BOUJEAN,31350,43.2218813039,0.740007283521
CHAUMONT EN VEXIN,60240,49.2729979316,1.88182608902
LALLEY,38930,44.74656983,5.68463742085
ST LEON,31560,43.3970008535,1.56284460409
CREIL,60100,49.2533487138,2.48472669359
LAVALDENS,38350,44.9921098746,5.90329398345
ST LYS,31470,43.5100073275,1.19955711914
LE CROCQ,60120,49.6208925269,2.18869008805
LIVET ET GAVET,38220,45.0905954329,5.91904092614
ST MARCEL PAULEL,31590,43.6566271869,1.61471686848
CUIGNIERES,60130,49.4481411967,2.4717178571
LIVET ET GAVET,38220,45.0905954329,5.91904092614
ST PAUL D OUEIL,31110,42.8382523889,0.555644090408
DELINCOURT,60240,49.2396598274,1.83241773712
MARCILLOLES,38260,45.3465047773,5.17565086259
ST PIERRE,31590,43.6368366534,1.64168080442
ECUVILLY,60310,49.6473710219,2.91673971975
MAYRES SAVEL,38350,44.8864456242,5.71096631054
ST ROME,31290,43.4150165631,1.67437209269
LA CORNE EN VEXIN,60240,49.295556054,1.91817578256
MEYLAN,38240,45.2123567232,5.78354910277
ST THOMAS,31470,43.5147776927,1.08883796695
ESPAUBOURG,60650,49.4241291278,1.8655489571
MEYRIEU LES ETANGS,38440,45.5155327339,5.19856670609
SALIES DU SALAT,31260,43.1013456235,0.962933495319
ESSUILES,60510,49.4802122478,2.28119101511
MEYSSIEZ,38440,45.4623251025,5.06118662132
SALLES SUR GARONNE,31390,43.2764220901,1.17237669844
FLEURINES,60700,49.2623361218,2.59258349492
MIRIBEL LANCHATRE,38450,44.973161587,5.61005061532
TOULOUSE,31300,43.5963814303,1.43167293364
LE FRESTOY VAUX,60420,49.5962921933,2.60833323074
MIRIBEL LES ECHELLES,38380,45.4371806956,5.70815670688
VALCABRERE,31510,43.0300305757,0.586106281253
GIRAUMONT,60150,49.4737037715,2.82476712242
MONTAGNIEU,38110,45.5264598257,5.45129139723
VALLESVILLES,31570,43.5947686475,1.64987135863
GRANDVILLERS AUX BOIS,60190,49.4641649904,2.60552551813
MONTBONNOT ST MARTIN,38330,45.2214678068,5.81601552801
VARENNES,31450,43.4764363476,1.69248446049
HAINVILLERS,60490,49.5909803966,2.68189967625
MONTCHABOUD,38220,45.0928956374,5.76098049287
VENDINE,31460,43.5907350293,1.7654488225
HARDIVILLERS,60120,49.6190429969,2.22471392321
LES DEUX ALPES,38860,45.0159885994,6.13818619624
VIEILLEVIGNE,31290,43.407251234,1.6591257471
HERMES,60370,49.3590736605,2.25601407563
MONT ST MARTIN,38120,45.2791662403,5.68372205186
VILLATE,31860,43.46763006,1.38192246692
LABOISSIERE EN THELLE,60570,49.287058167,2.15238634007
MONTSEVEROUX,38122,45.4298742303,4.97438632901
VILLAUDRIC,31620,43.831729686,1.43579382014
LACHAPELLE AUX POTS,60650,49.4470304298,1.92181255596
MORAS,38460,45.6869533334,5.26058834706
VILLENEUVE DE RIVIERE,31800,43.1223437031,0.670046646703
LOUEUSE,60380,49.593084675,1.8304724622
ORNACIEUX BALBINS,38260,45.4048662888,5.21296646579
